event_type,event_cause,description,requires_road_closure,priority,latitude,longitude,address,corridor,zone,police_station,description_missing,Day_of_Week
planned,construction,[LOCATION] work in progress,False,High,12.9693674,77.7006428,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Tuesday
planned,construction,underpass work progress,False,High,12.9593323,77.6555092,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",Old Airport Road,Central Zone 1,Jeevanbheemanagar,False,Wednesday
planned,public_event,Public event held by a  Private Co operative society,False,High,13.00995617,77.58398473,"ಬಳ್ಳಾರಿ ರಸ್ತೆ, ಗುಟ್ಟಹಳ್ಳಿ, ಸದಾಶಿವ ನಗರ, ಬೆಂಗಳೂರು ಪಶ್ಚಿಮ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560003, India",Bellary Road 1,West Zone 2,Sadashivanagar,False,Tuesday
planned,procession,,False,Low,12.8965845,77.6261058,"Begur Main Road, Krishna Reddy Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)",Non-corridor,South Zone 2,Madiwala,True,Tuesday
unplanned,construction,PRB to Kadubisanahalli KPTCL Working pragress traffic slow movement,False,Low,12.9362033,77.7055367,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Tuesday
planned,construction,[LOCATION] station pillar work in kartiknaga towards mahadevapura sir /madam,False,High,12.9692752,77.7007183,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Tuesday
planned,construction,white topping work .sultan road close,True,High,12.9641735,77.5698015,"BGS Flyover, Church Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",Mysore Road,Central Zone 2,Chamarajpet,False,Tuesday
planned,construction,ನಿಯರ್ ಪಣತೂರು ರೈಲ್ವೆ ಬ್ರಿಜ್ ಹತ್ತಿರ  ಪಣತೂರ್ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಬೆಸ್ಕಾಂ ವರ್ಕ್ ನಡೆಯುತ್ತಿರುತ್ತದೆ.,False,Low,12.936245,77.705295,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Wednesday
unplanned,construction,[LOCATION] work is Going so Traffic Movement is Very Slowly In KEB junction sir,False,High,13.0384677,77.6254867,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",Hennur Main Road,North Zone 1,K.G. Halli,False,Wednesday
unplanned,construction,white taping working going on so traffic slow moment Sir,False,Low,13.0685935,77.651587,"Hennur Main Road, Muniswamappa Layout, Sangam Enclave, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,North Zone 1,Hennuru,False,Wednesday
planned,procession,5k marathon,True,Low,12.9671627,77.61127353,"D'Souza Circle, Philomena's Hospital Road, Xavier Layout, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560047, India",Non-corridor,Central Zone 1,Ashok Nagar,False,Tuesday
unplanned,construction,ಸರ್ ನಮಸ್ತೆ ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ವೈಟ್ ಟಾಪಿಂಗ್ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿರುವರಿಂದ ಗೆದ್ದಲಳ್ಳಿ ಬಸ್ ಸ್ಟಾಪ್ ಹತ್ತಿರ ವಾಹನಗಳ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ ಸರ್,False,Low,13.0483105,77.6452213,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,North Zone 1,Hennuru,False,Wednesday
unplanned,construction,[PERSON] towards [LOCATION] work going on sir [PERSON] towards traffic will be slow moving sir 🙏,False,High,12.9690359,77.7008253,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
unplanned,construction,[PERSON] towards [LOCATION] work going on sir traffic will be towards kadubisenahalli slow moving sir 🙏,False,High,12.9693548,77.7007271,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
unplanned,construction,[PERSON] [LOCATION] work sir traffic moment slow sir,False,High,13.0379671,77.6258529,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",Hennur Main Road,North Zone 1,K.G. Halli,False,Wednesday
planned,protest,bwssb,True,Low,13.0193149,77.6188821,"1st Main Road, Vinoba Nagar, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)",Non-corridor,North Zone 1,K.G. Halli,False,Wednesday
planned,construction,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,False,High,12.9697571,77.7004934,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
unplanned,construction,BESCOM work under progress so traffic movement  till tomorrow,False,Low,12.9098753,77.54994617,"Uttarahalli Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",Non-corridor,South Zone 1,K.S. Layout,False,Wednesday
planned,construction,[PERSON] bridge under pass both side [LOCATION] work main rd close and service rd open traffic slow moment sir,True,High,12.9568587,77.7012705,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Varthur Road,East Zone 1,HAL Old Airport,False,Wednesday
planned,construction,NHAI road work [PERSON] towards airport road,False,High,13.0515065,77.5941215,"Bellary Road, Kirloskar Business Park, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,North Zone 1,Hebbala,False,Thursday
unplanned,construction,[LOCATION] work,False,High,13.0381048,77.6260534,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",Hennur Main Road,North Zone 1,Hennuru,False,Thursday
unplanned,construction,keb ಇಂದ ಹೆಣ್ಣೂರ್  ಕಡೆಗೆ ಸರ್ವಿಸ್ ರಸ್ತೆಯಲ್ಲಿ gal ಗ್ಯಾಸ್ ನವರು ಕೆಲಸ ಮಾಡ್ತಿದ್ದಾರೆ ಸರ್,False,High,13.0378118,77.6266047,"30th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,North Zone 1,Hennuru,False,Thursday
planned,construction,road domboor work ing traffic slow moment sir,True,Low,13.0504812,77.4909712,"Mumbai Bengaluru Highway, Nanjundeshwara Layout, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,West Zone 1,No Police Station,False,Thursday
unplanned,construction,BMRCL Works On going [PERSON] towards [LOCATION] traffic Slow moving Sir please Note,True,High,13.0378143,77.6266146,"30th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,North Zone 1,Hennuru,False,Thursday
planned,construction,road work damboor road work,True,Low,13.0537346,77.48854,"1st Main Road, Prestige Jindal City, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,West Zone 1,No Police Station,False,Thursday
unplanned,construction,"[LOCATION] railway bridge to Kadubeesanahalli slow moving traffic, KPTCL Work is progress sir.",False,Low,12.9362816,77.7053399,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Thursday
planned,construction,metro work [LOCATION] towards kr puram sir,False,High,12.969468,77.7007118,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Thursday
planned,construction,white tapping is going on hennur bagalur main road sir,False,Low,13.0489059,77.6454803,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,North Zone 1,Hennuru,False,Tuesday
planned,construction,ನಮಸ್ತೆ ಸರ್ BWSSB ರವರು ಕೆಲಸ [PERSON] ಗುಂಡಿ ಮುಚ್ಚದೆ ಹಾಗೆ ರೋಡಿನ ಮಧ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವುದರಿಂದ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೂವ್ಮೆಂಟ್ ಇದೆ,False,Low,12.9170417,77.579445,"Ayodhya Road, Jalamandala CHS, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",Non-corridor,South Zone 1,Jayanagara,False,Thursday
planned,construction,[LOCATION] sir 35 th main road Ayodhya ram road trds ig BWSSB work complitede but not closed hole this reason traffic slowly moving,False,Low,12.9170961,77.5793812,"46th Cross Road, Jalamandala CHS, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",Non-corridor,South Zone 1,Jayanagara,False,Thursday
planned,construction,[PERSON] towards [LOCATION] and mahadevapura towards [PERSON] metro working in progress between traffic slowly moment,False,High,12.9695766,77.7004868,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Thursday
unplanned,construction,ನಮಸ್ತೆ ಸರ್. ಹೆಣ್ಣು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ಗೆದ್ದಲಹಳ್ಳಿ ವೈಟ್ ಟಾಪಿಕ್ ಮಾಡುತ್ತಿರುವುದರಿಂದ ವಾಹನಗಳ ಸಂಚಾರವನ್ನು ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಬಾಗಲೂರು ಪಾಳ್ಯ ನಮಸ್ತೆ ಸರ್,False,Low,13.0483242,77.6450836,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,North Zone 1,Hennuru,False,Thursday
planned,construction,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] pillar work,False,High,12.9693554,77.7006781,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
planned,construction,niyar sriniwagilu ejipura flyover water logging point 50meetr road wrk progressive sir traffic slow moment sri,False,High,12.9387593,77.6364939,"Domlur Inner Ring Road, Jitendra Biswas Colony, Challaghatta, Bengaluru, Karnataka. Pin-560071 (India)",IRR(Thanisandra road),Central Zone 1,Ashok Nagar,False,Friday
planned,construction,slow traffic movement sanjainagar traffic ps limits,False,High,13.0445334,77.5829159,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",ORR North 2,North Zone 1,Kodigehalli,False,Friday
unplanned,construction,road tar working vehicle sir,False,Low,13.0607191,77.4614351,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",Non-corridor,West Zone 1,No Police Station,False,Saturday
planned,construction,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,False,High,12.9698354,77.7004398,"Outer Ring Road, Central Avenue, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Saturday
planned,construction,bwssb work,True,High,12.9747826,77.5996266,"Sri ML Subbaraju Road, Golden Orchid Apartment, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Old Madras Road,Central Zone 2,Cubbon Park,False,Friday
planned,public_event,"[LOCATION]
Festival",True,Low,12.90331187,77.62725031,"Begur Road, Hongasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",Non-corridor,South Zone 2,Madiwala,False,Friday
unplanned,construction,BWSSB workd progress 1 st Main to JC nagar junction,True,Low,12.9995481,77.5999079,"VP Deenadayalu Naidu Road, Binny Crescent Apartments, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",Non-corridor,,R.T. Nagar,False,Friday
unplanned,construction,bwssb work progress 1st main to jc nagara ps junction,True,Low,12.9996506,77.5998413,"VP Deenadayalu Naidu Road, Binny Crescent Apartments, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",Non-corridor,,R.T. Nagar,False,Friday
unplanned,procession,slow moving traffic at Hoskote main road sir,False,Low,13.0051417,77.755105,"Ayyappaswamy Temple Road, Wynn Gate, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",Non-corridor,East Zone 2,Mahadevapura,False,Sunday
planned,construction,kadubeesanahalli junction near cessna service rd sir [PERSON] work sir,True,High,12.9392452,77.6951606,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",ORR East 1,East Zone 1,HAL Old Airport,False,Sunday
unplanned,construction,drainage covered metal was broken,False,High,12.9771363,77.60867,"Cubbon Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Old Madras Road,,Shivajinagar,False,Sunday
planned,construction,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,False,High,12.9695275,77.7009274,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
unplanned,procession,,False,Low,12.968919,77.570226,"PS Lane, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",Non-corridor,Central Zone 2,Chamarajpet,True,Monday
planned,public_event,DUE TO SOMESHWAR PALLAKKI UTASVA,True,High,12.9790814,77.6293223,"Old Madras Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Old Madras Road,Central Zone 1,Jeevanbheemanagar,False,Sunday
planned,public_event,ಹಲಸೂರು ಸೋಮೇಶ್ವರ ಪಲ್ಲಕ್ಕಿ ಉತ್ಸವ ಸಲುವಾಗಿ,True,High,12.97477445,77.62011006,"Shivashankara Road, Begum Mahal Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Old Madras Road,Central Zone 1,Halasur,False,Sunday
planned,public_event,ಸೋಮೇಶ್ವರ ದೇವಸ್ಥಾನ ಪಲ್ಲಕ್ಕಿ ಉತ್ಸವದ ಸಲುವಾಗಿ,True,High,12.98160436,77.63123821,"Old Madras Road, Corporation Colony, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Old Madras Road,Central Zone 1,Halasur,False,Sunday
unplanned,construction,KRDCL Work in progress near masjid road [PERSON] traffic slow movement,False,Low,12.9421872,77.7463095,"Eidgah Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,Whitefield,False,Saturday
unplanned,construction,[PERSON] work progress sir.. traffic slow moment sir,False,Low,12.9362714,77.7055743,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Monday
planned,construction,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station pillar work,False,High,12.9695613,77.700601,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Monday
planned,construction,[PERSON] traffic ps limits at [LOCATION],False,High,13.0443873,77.5831779,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",ORR North 2,North Zone 1,Kodigehalli,False,Saturday
unplanned,construction,[PERSON] work progress in opp [PERSON] appartment. [LOCATION] bridge to Kadubeesanahalli  slow moving traffic sir,False,Low,12.9362748,77.7053223,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Tuesday
unplanned,construction,,False,High,12.9252548,77.5501116,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",ORR West 1,West Zone 1,Banashankari,True,Monday
planned,vip_movement,Road Restriction for PM Visit,True,Low,12.98920996,77.47177025,"Magadi Road Exit, Gollarahatti, Nada prabhu Kempegowda Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India",Non-corridor,West Zone 1,Kamakshipalya,False,Saturday
unplanned,procession,mico tr ps limits BTM Hopcoms jn to tavarekere main and chocolate factory road [LOCATION],False,Low,12.9205088,77.6105452,"16th Main Road, Gundutopu Garden, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",Non-corridor,South Zone 2,Mico Layout,False,Tuesday
planned,procession,[PERSON],False,Low,12.986025,77.48836,"Muddayanapalya Road, Gaddekhani, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",Non-corridor,West Zone 1,Kamakshipalya,False,Tuesday
unplanned,construction,good morning sir one side traffic holding Kaiikondhalli slow movement,False,High,12.9210523,77.6655997,"Sarjapuram Junction Road, Sajapur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",ORR East 1,South Zone 2,Bellandur,False,Tuesday
unplanned,construction,KPTCL WORK PROGRESS IN VANDANA APPARTMENT NEAR PANATHURU RAILWAY BRIDGE. SLOW VEHICLE MOVEMENT FROM PRB TO KADUBEESANAHALLI.,False,Low,12.936184,77.7055225,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Tuesday
unplanned,construction,,True,High,13.0977085,77.5984317,"Bellary Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,North Zone 2,Yelahanka,True,Wednesday
planned,vip_movement,Road Restriction for PM Visit,True,Low,12.87830777,77.49542969,"NICE Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",Non-corridor,West Zone 1,No Police Station,False,Saturday
planned,public_event,"RCB vs GT IPL Match, at [LOCATION], [LOCATION].",False,High,12.978873,77.59963336,"ಕ್ವಿನ್ಸ್ ರಸ್ತೆ, ಶಾಂತಲಾ ನಗರ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",CBD 2,Central Zone 2,Cubbon Park,False,Wednesday
planned,public_event,IPL Match at M.Chinnaswamy Stadium Bangalore.,False,High,12.97878926,77.59952106,"ಚಿನ್ನಸ್ವಾಮಿ ಕ್ರೀಡಾಂಗಣ, ಲಿಂಕ್ ರಸ್ತೆ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",CBD 2,Central Zone 2,Cubbon Park,False,Wednesday
planned,vip_movement,Road Restriction for PM Visit,True,Low,12.85687109,77.52988795,"NICE Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",Non-corridor,West Zone 1,No Police Station,False,Saturday
